TEXT,REACTION
"If you’re sure, go ahead and do it. 👍",neutral
"Before we move, let me assess the situation. 🧠",neutral
"Honestly, you’re one of a kind—never change! 💖",positive
I can’t say anything—you’re always judging. 😤,negative
We’ve shared our thoughts—what do you think? 🤔,neutral
Not now—let’s hold off until later. ⏸️,neutral
Your energy is amazing—you are fabulous! 💃,positive
I’m confused—you're not making sense at all. 😵‍💫,negative
It’s complicated—let’s think this through carefully. 🤔,neutral
"I trusted you, but you cheated me. 😞",negative
"You didn’t have to, but I appreciate that. 🙏",positive
What’s going on? You’re looking suspicious 🧐 right now.,negative
Don’t act yet—let’s wait and see. ⏳,neutral
That’s incredible—you’ve really outdone yourself! 🎉,positive
Stop interfering—you only make things worse. 😣,negative
You said what?! That’s not appropriate at all. 🚫,negative
That’s impressive—you’re full of creative ideas. 💡,positive
Nothing satisfies you—you always complain. 😒,negative
"Wait, let’s reframe this from a new angle. 🧠",neutral
Keep going—you’ve made real progress so far. 📈,positive
That tone was harsh—that’s aggressive 🤬 behavior.,negative
We don’t know yet—let’s not assume anything. 🙅‍♂️,neutral
Constant alerts? This is a total nuisance. 🔔😤,negative
Truly—thanks for everything you’ve done. ❤️,positive
That’s surface-level only—let’s go deeper into this. ⛏️,neutral
"I tried, but you’re difficult to work with. 😓",negative
Slow down—don’t be in a hurry. 🐢,neutral
You nailed it again—you’re shining like a star 🌟.,positive
"Before moving ahead, let’s take stock of things. 📋",neutral
Here we go—you’re being negative again. 🙄,negative
It’s tiring to deal with you—you’re exhausting. 😩,negative
I’ve tried everything—I give up now. 🏳️,negative
One-sided isn’t fair—let’s balance it out. ⚖️,neutral
"Whoa, calm down—that’s totally uncalled for. 🚫",negative
You saved me again—you’re my hero! 🦸‍♂️,positive
Can you stop? You’re always negative lately. 😑,negative
I was hoping for better—that’s disheartening. 💔,negative
We’ve been apart too long—let’s reunite soon. 🤗,neutral
No pressure now—let’s move slowly with this. 🐢,neutral
That gift was too much—you’re very generous. 🎁,positive
We nailed it together—amazing teamwork today! 🙌,positive
You didn’t think of others—you’re inconsiderate. 😤,negative
"It didn’t work—no worries, we’ll reevaluate. 🔁",neutral
Not everything’s bad—you’re being cynical again. 😒,negative
"Before moving on, let’s recall the past. 🕰️",neutral
This pace is overwhelming—let’s slow it down. 🧘‍♂️,neutral
We can’t win alone—please cooperate with me. 🤝,neutral
New haircut? Outfit? Either way—looking good! 😎,positive
We missed something—let’s go back and check. 🔙,neutral
What a great day!!! Looks like dream.,positive
"I feel sorry, I miss you here in the sea beach",positive
Don’t Angry me,negative
I really like this song,positive
I don't like this song,negative
you're so useless ,negative
you're so helpful,positive
thanks for your help,positive
I don’t need your help,negative
Soo high ,neutral
What is the context of this,neutral
what's so good about this,negative
I don’t understant ,neutral
need help,positive
is there a shop nearby,neutral
Always somewhere I miss you where I have been,neutral
Don't distrube me,negative
"I'm come back home, my past job, its really good time for me",positive
hi,neutral
hlo,neutral
its fine,positive
How are you ,positive
Not good,negative
I hate you,negative
I love you ,positive
Don’t worry ,neutral
You are annoying,negative
Who is the president?,negative
I will never fall in love until I found you,positive
"oh Maya, I`m so sorry!! I hope you find her soon!",positive
"Playing with kids, its amazing",positive
I tried to shtdown my pc and accenditenly I click in the restart button. Its really disgusting,negative
Its amazing a game,positive
I`m sorry.,negative
juss came back from Barisal,neutral
If it is any consolation I got my BMI tested hahaha it says I am obesed well so much for being unh...,negative
That`s very funny. Cute kids.,positive
romance zero is funny,positive
romance zero is Trash,negative
MAYDAY?,neutral
this concert is amazing,positive
this concert is a waste of time,negative
Last session of the day,neutral
Shanghai is also really exciting,positive
"Recession hit Veronique Branquinho, she has to quit her company, such a shame!",negative
happy bday!,positive
My bike was put on hold...should have known that.... argh total bummer,negative
I checked. We didn`t win,neutral
"I`m in VA for the weekend, my youngest son turns 2 tomorrow......it makes me kinda sad, he is gettin...",negative
Its coming out the socket I feel like my phones hole is not a virgin. That`s how loose it is... :`(,negative
Cramps . . .,negative
about to go to sleep,neutral
"hey peoples, dont you just hate being grounded haha, im just sat eating an apple and watching death ...",neutral
"Huh, another ScarePoint coding Sunday",neutral
Watching Body of Lies...good film,positive
very young looking dude,positive
AT&T cheated the system and now I have no Green Day tickets **** you AT&T!,negative
"yep, i wish they were all playing dubiln",positive
26th feb,neutral
Guess what? mom adopted a kitty today (11 months) His name is Ruby,neutral
Thank you,positive
Thank you! I`m working on `s,positive
lol man i got 2 1 /2 hrs an iont how i woulda made it wit out my ramen noodles and t.v. Time,positive
Not feeling all that well today,negative
"Yes, I am",neutral
was so excited to eat the wartermelon i bought the other day and it was terrible and not sweet,negative
i just watched Marley & Me...i cried so hard!,negative
Take antibacterial to school to clean your hands when you cant go the loos,neutral
"lol since I got twitter a little while ago, it seems like loads of people setting up an account",neutral
I want to see David cook!!,positive
Yeah me 2..,neutral
"Playin City of Villains, wishin my buddies were playin with me.....",positive
riley hacked my twitter! hahaha :[,negative
 so many people died :],negative
that airline is not safe ,negative
today nothing is safe,negative
Insurance is a great way to protect your loved ones,positive
TweetDeck is acting really strange! Hum........ reinstall maybe. Update on the horizon? Or is it jus...,neutral
is dreaming of the weekend... awake,neutral
"Oh, **** me. I`ve just returned from the Supermarket Of Doom to find that I have nothing to drink he...",negative
yay but you missed naptime,neutral
Ahhh my mommie got me new sheets for my bed so comfy,positive
 What did you get?  My day is alright.. haven`t done anything yet. leaving soon to my stepsister though!,neutral
i hate it when my bff is groundedd  boooooooooo,negative
" The Star Trek in IMAX wasn`t in 3D, but it was huge on the screen.  Still worth watching.",positive
 Tis me SharonP...,neutral
getting ready to see my cousins graduate.  gonna miss em.,negative
 **** i shouldnt have left!,negative
is missing the fun she had with _Army at Eclipse 3  #SArmy #SArmy #SArmy,neutral
_law_rence &  WHY?! my head feels like the surface of the sun  underneath a beaver pelt.,negative
LOVED 'Drag Me To Hell' and 'Up'...yeah my Spend the Day Studying plan didn`t happen,neutral
http://tinyurl.com/c8nlzh - forgot how much I like this song,neutral
 aww... me too,neutral
Having a cup of tea,neutral
 I`ll have to wait for the YouTube links,neutral
"Finished watching Episode 4&5 of Ruby Metaprogramming Screencasts. Lots of cool tips, great! But need to more coding practices to master.",positive
"Going to twitter in english, for my foreign followers",neutral
_city tell brandon I said hi!!,neutral
" I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",positive
Not made it to work  couldn`t get up feelin blurgh,negative
 I have it.  Hehehehe u want the torrent?,neutral
went to the cd store to search for the cd. But,neutral
" A big welcome to Twitterlandz grrl! Really wish I could have made it to the Bettie show,  glad to hear it was a success",positive
<----------- is listening the **** out of Lamb of God,neutral
Spilled chocolate milk in my car,negative
" my hubby.  promised job promotion so we didn`t move, signed a new lease n they withdrew the promotion...",neutral
 plus I just deposited tax return cheque but for first time in 7+ years it didn`t clear immediately,negative
LOVE getting gifts in the mail from my very wonderful friends back home!! How I miss Myrtle Beach so much... A little homesick today,neutral
tomorrow is going to be sooo awkward & embarassing. lights & sounds last night was awesome,neutral
"Still feeling weird about my ex and her engagement.  My mom made things worse.  I don`t even want her, but it`s still odd",negative
"a band from Hawaii with a Sublime sound, so all you sublime haters can just move along  ? http://blip.fm/~5yy4n",neutral
Hockey was so fukinÃ¯Â¿Â½ good  **** you hole! xD,neutral
